time,open,high,low,close,volume
2025-01-01 17:00:00,156.88,156.88,156.88,156.88,
2025-01-01 17:30:00,156.88,156.88,156.88,156.88,
2025-01-01 17:45:00,156.88,156.88,156.88,156.88,
2025-01-01 18:00:00,156.88,156.91,156.88,156.91,
2025-01-01 21:00:00,157.28999,157.28999,157.28999,157.28999,
2025-01-01 21:15:00,157.28999,157.3,157.28999,157.3,
2025-01-01 21:30:00,157.24001,157.24001,157.24001,157.24001,
2025-01-01 21:45:00,157.25999,157.25999,157.25999,157.25999,
2025-01-01 22:00:00,157.24001,157.25999,157.24001,157.24001,
2025-01-01 22:15:00,157.25999,157.27,157.19,157.27,
2025-01-01 22:30:00,157.25,157.28,157.24001,157.25,
2025-01-01 22:45:00,157.25999,157.28,157.25,157.27,
2025-01-01 23:00:00,157.28999,157.31,157.25,157.25999,
2025-01-01 23:15:00,157.27,157.34,157.27,157.34,
2025-01-01 23:30:00,157.34,157.45,157.34,157.45,
2025-01-01 23:45:00,157.45,157.78,157.45,157.7,
2025-01-02 00:00:00,157.7,157.78,157.59,157.64,
2025-01-02 00:15:00,157.64,157.64,157.45,157.45,
2025-01-02 00:30:00,157.47,157.57001,157.47,157.55,
2025-01-02 00:45:00,157.55,157.56,157.3,157.44,
2025-01-02 01:00:00,157.44,157.59,157.42,157.56,
2025-01-02 01:15:00,157.56,157.64,157.53,157.61,
2025-01-02 01:30:00,157.62,157.66,157.53,157.56,
2025-01-02 01:45:00,157.57001,157.59,157.49001,157.50999,
2025-01-02 02:00:00,157.50999,157.50999,157.42,157.42999,
2025-01-02 02:15:00,157.42999,157.44,157.35001,157.37,
2025-01-02 02:30:00,157.36,157.45,157.36,157.37,
2025-01-02 02:45:00,157.37,157.37,157.25999,157.28,
2025-01-02 03:00:00,157.28999,157.31,157.13,157.17999,
2025-01-02 03:15:00,157.17,157.22,157.17,157.2,
2025-01-02 03:30:00,157.19,157.25999,157.16,157.22,
2025-01-02 03:45:00,157.22,157.28,157.16,157.16,
2025-01-02 04:00:00,157.16,157.16,157.050003,157.059998,
2025-01-02 04:15:00,157.059998,157.089996,157.029999,157.050003,
2025-01-02 04:30:00,157.050003,157.089996,157.029999,157.080002,
2025-01-02 04:45:00,157.070007,157.080002,157,157.029999,
2025-01-02 05:00:00,157.020004,157.059998,156.98,157.059998,
2025-01-02 05:15:00,157.059998,157.17,157.059998,157.16,
2025-01-02 05:30:00,157.16,157.2,157.14,157.17,
2025-01-02 05:45:00,157.16,157.21001,157.16,157.21001,
2025-01-02 06:00:00,157.22,157.22,157.059998,157.070007,
2025-01-02 06:15:00,157.080002,157.089996,156.84,156.86,
2025-01-02 06:30:00,156.86,156.86,156.7,156.75999,
2025-01-02 06:45:00,156.78,156.8,156.66,156.66,
2025-01-02 07:00:00,156.67,156.67999,156.56,156.66,
2025-01-02 07:15:00,156.66,156.75,156.66,156.72,
2025-01-02 07:30:00,156.73,156.75,156.49001,156.5,
2025-01-02 07:45:00,156.49001,156.7,156.44,156.67999,
2025-01-02 08:00:00,156.67999,156.82001,156.67,156.69,
2025-01-02 08:15:00,156.67999,156.69,156.47,156.53999,
2025-01-02 08:30:00,156.59,156.64999,156.5,156.59,
2025-01-02 08:45:00,156.59,156.83,156.56,156.78,
2025-01-02 09:00:00,156.78,156.92,156.75,156.78,
2025-01-02 09:15:00,156.78999,156.86,156.77,156.82001,
2025-01-02 09:30:00,156.8,156.86,156.78,156.84,
2025-01-02 09:45:00,156.84,156.87,156.78,156.8,
2025-01-02 10:00:00,156.8,156.94,156.78999,156.92999,
2025-01-02 10:15:00,156.92999,156.98,156.83,156.88,
2025-01-02 10:30:00,156.89,156.99001,156.87,156.95,
2025-01-02 10:45:00,156.96001,157.16,156.95,157.14,
2025-01-02 11:00:00,157.14,157.19,157.050003,157.14,
2025-01-02 11:15:00,157.14,157.27,157.11,157.25999,
2025-01-02 11:30:00,157.27,157.28,157.2,157.25,
2025-01-02 11:45:00,157.25,157.28,157.16,157.21001,
2025-01-02 12:00:00,157.2,157.22,157.10001,157.13,
2025-01-02 12:15:00,157.14,157.14,157.080002,157.14,
2025-01-02 12:30:00,157.14,157.19,157.089996,157.14,
2025-01-02 12:45:00,157.14,157.16,157.020004,157.080002,
2025-01-02 13:00:00,157.089996,157.12,156.97,157.020004,
2025-01-02 13:15:00,157.020004,157.059998,156.82001,156.85001,
2025-01-02 13:30:00,156.86,157.24001,156.75999,156.75999,
2025-01-02 13:45:00,156.75999,156.92,156.72,156.83,
2025-01-02 14:00:00,156.84,157.089996,156.78999,157.0099945,
2025-01-02 14:15:00,157.020004,157.050003,156.67999,156.75999,
2025-01-02 14:30:00,156.75999,156.96001,156.64,156.89999,
2025-01-02 14:45:00,156.89999,157.12,156.89,157.029999,
2025-01-02 15:00:00,157.0099945,157.14,156.95,157.020004,
2025-01-02 15:15:00,157.020004,157.020004,156.78,157,
2025-01-02 15:30:00,157,157.16,156.97,157.050003,
2025-01-02 15:45:00,157.050003,157.19,157.050003,157.14999,
2025-01-02 16:00:00,157.14999,157.49001,157.13,157.39,
2025-01-02 16:15:00,157.39,157.52,157.34,157.52,
2025-01-02 16:30:00,157.52,157.67999,157.48,157.66,
2025-01-02 16:45:00,157.66,157.75,157.61,157.66,
2025-01-02 17:00:00,157.67,157.75,157.57001,157.66,
2025-01-02 17:15:00,157.66,157.85001,157.61,157.77,
2025-01-02 17:30:00,157.78,157.81,157.53,157.53999,
2025-01-02 17:45:00,157.53999,157.60001,157.49001,157.57001,
2025-01-02 18:00:00,157.57001,157.63,157.53,157.60001,
2025-01-02 18:15:00,157.59,157.60001,157.47,157.55,
2025-01-02 18:30:00,157.56,157.57001,157.49001,157.53,
2025-01-02 18:45:00,157.53,157.53999,157.5,157.5,
2025-01-02 19:00:00,157.5,157.56,157.47,157.53999,
2025-01-02 19:15:00,157.53999,157.64999,157.53999,157.60001,
2025-01-02 19:30:00,157.60001,157.64,157.56,157.61,
2025-01-02 19:45:00,157.61,157.67999,157.59,157.62,
2025-01-02 20:00:00,157.62,157.66,157.60001,157.64,
2025-01-02 20:15:00,157.63,157.63,157.58,157.59,
2025-01-02 20:30:00,157.59,157.63,157.56,157.62,
2025-01-02 20:45:00,157.62,157.63,157.60001,157.62,
2025-01-02 21:00:00,157.63,157.63,157.56,157.57001,
2025-01-02 21:15:00,157.57001,157.60001,157.55,157.56,
2025-01-02 21:30:00,157.56,157.58,157.50999,157.53,
2025-01-02 21:45:00,157.52,157.55,157.5,157.53999,
2025-01-02 22:00:00,157.50999,157.53,157.47,157.49001,
2025-01-02 22:15:00,157.47,157.48,157.46001,157.46001,
2025-01-02 22:30:00,157.48,157.48,157.46001,157.47,
2025-01-02 22:45:00,157.47,157.47,157.46001,157.46001,
2025-01-02 23:00:00,157.46001,157.50999,157.45,157.49001,
2025-01-02 23:15:00,157.49001,157.55,157.49001,157.55,
2025-01-02 23:30:00,157.55,157.57001,157.53,157.55,
2025-01-02 23:45:00,157.55,157.56,157.35001,157.35001,
2025-01-03 00:00:00,157.36,157.37,157.27,157.35001,
2025-01-03 00:15:00,157.34,157.37,157.3,157.34,
2025-01-03 00:30:00,157.35001,157.41,157.3,157.37,
2025-01-03 00:45:00,157.36,157.37,157.17999,157.22,
2025-01-03 01:00:00,157.21001,157.28,157.19,157.25999,
2025-01-03 01:15:00,157.25999,157.36,157.24001,157.35001,
2025-01-03 01:30:00,157.35001,157.41,157.33,157.38,
2025-01-03 01:45:00,157.37,157.38,157.27,157.27,
2025-01-03 02:00:00,157.28,157.32001,157.25999,157.32001,
2025-01-03 02:15:00,157.32001,157.36,157.31,157.31,
2025-01-03 02:30:00,157.31,157.35001,157.28999,157.28999,
2025-01-03 02:45:00,157.3,157.34,157.25,157.31,
2025-01-03 03:00:00,157.31,157.31,157.27,157.28,
2025-01-03 03:15:00,157.28,157.39,157.28,157.38,
2025-01-03 03:30:00,157.38,157.39999,157.36,157.39,
2025-01-03 03:45:00,157.39,157.46001,157.19,157.31,
2025-01-03 04:00:00,157.31,157.35001,157.25,157.3,
2025-01-03 04:15:00,157.31,157.39,157.3,157.38,
2025-01-03 04:30:00,157.38,157.38,157.33,157.35001,
2025-01-03 04:45:00,157.35001,157.35001,157.28,157.28,
2025-01-03 05:00:00,157.28,157.35001,157.24001,157.34,
2025-01-03 05:15:00,157.34,157.36,157.28,157.28999,
2025-01-03 05:30:00,157.28999,157.32001,157.25999,157.28,
2025-01-03 05:45:00,157.28,157.32001,157.27,157.3,
2025-01-03 06:00:00,157.31,157.31,157.24001,157.28,
2025-01-03 06:15:00,157.27,157.28,157.24001,157.25999,
2025-01-03 06:30:00,157.25999,157.28,157.2,157.23,
2025-01-03 06:45:00,157.23,157.25999,157.13,157.17999,
2025-01-03 07:00:00,157.17999,157.19,157.039993,157.050003,
2025-01-03 07:15:00,157.059998,157.23,157.050003,157.22,
2025-01-03 07:30:00,157.22,157.27,157.2,157.2,
2025-01-03 07:45:00,157.2,157.22,157.080002,157.14,
2025-01-03 08:00:00,157.14,157.27,157.13,157.27,
2025-01-03 08:15:00,157.27,157.38,157.25,157.31,
2025-01-03 08:30:00,157.32001,157.42999,157.28,157.39,
