time,open,high,low,close,volume
2025-01-01 20:00:00,1.03565,1.03599,1.03461,1.035098,
2025-01-02 00:00:00,1.035098,1.03747,1.03433,1.03717,
2025-01-02 04:00:00,1.03718,1.03759,1.03596,1.036302,
2025-01-02 08:00:00,1.036302,1.03714,1.03134,1.03321,
2025-01-02 12:00:00,1.03323,1.03348,1.0272,1.02742,
2025-01-02 16:00:00,1.02743,1.02767,1.02222,1.02511,
2025-01-02 20:00:00,1.02513,1.02732,1.02505,1.026792,
2025-01-03 00:00:00,1.026792,1.02751,1.02656,1.02709,
2025-01-03 04:00:00,1.02707,1.02853,1.02645,1.02809,
2025-01-03 08:00:00,1.02808,1.03033,1.02726,1.0297,
2025-01-03 12:00:00,1.02974,1.03062,1.02726,1.02893,
2025-01-03 16:00:00,1.02891,1.03065,1.02833,1.03012,
2025-01-03 20:00:00,1.03011,1.03124,1.02986,1.03088,
2025-01-05 20:00:00,1.03055,1.03092,1.03022,1.030527,
2025-01-06 00:00:00,1.030543,1.03186,1.02953,1.03164,
2025-01-06 04:00:00,1.03163,1.03288,1.03075,1.032735,
2025-01-06 08:00:00,1.032745,1.04333,1.03264,1.04218,
2025-01-06 12:00:00,1.04217,1.04373,1.03494,1.03936,
2025-01-06 16:00:00,1.03937,1.04035,1.03769,1.03879,
2025-01-06 20:00:00,1.03882,1.0398,1.03783,1.038323,
2025-01-07 00:00:00,1.038347,1.03934,1.0376,1.0393,
2025-01-07 04:00:00,1.03927,1.04249,1.03902,1.041438,
2025-01-07 08:00:00,1.041467,1.04348,1.0403,1.041348,
2025-01-07 12:00:00,1.041373,1.04174,1.0355,1.03729,
2025-01-07 16:00:00,1.037287,1.03818,1.03492,1.03556,
2025-01-07 20:00:00,1.03551,1.03566,1.0337,1.03417,
2025-01-08 00:00:00,1.03418,1.03552,1.03415,1.03479,
2025-01-08 04:00:00,1.03477,1.03579,1.03282,1.03324,
2025-01-08 08:00:00,1.03323,1.03402,1.02729,1.02973,
2025-01-08 12:00:00,1.029777,1.03104,1.02804,1.03018,
2025-01-08 16:00:00,1.03018,1.03247,1.02943,1.03091,
2025-01-08 20:00:00,1.03093,1.03236,1.03076,1.031332,
2025-01-09 00:00:00,1.031343,1.0322,1.03047,1.03112,
2025-01-09 04:00:00,1.0311,1.0313,1.02875,1.02908,
2025-01-09 08:00:00,1.029115,1.03181,1.02834,1.030117,
2025-01-09 12:00:00,1.03012,1.03196,1.02945,1.02994,
2025-01-09 16:00:00,1.02994,1.03028,1.02908,1.029807,
2025-01-09 20:00:00,1.029822,1.03063,1.02939,1.029657,
2025-01-10 00:00:00,1.029667,1.03049,1.02919,1.02985,
